Number of words,1917163
Number of unique words,15608
Average word frequency,122.832073
Entropy,6.701858

Word,Frequency,Proportion,Entropy Term
arabias,5,0.000003,0.000034
reaffirm,3,0.000002,0.000021
celibacy,5,0.000003,0.000034
enrollment,6,0.000003,0.000040
zabiba,3,0.000002,0.000021
applies,6,0.000003,0.000040
imprisoned,5,0.000003,0.000034
soninlaw,11,0.000006,0.000069
minnelli,3,0.000002,0.000021
eternity,4,0.000002,0.000027
enterprise,3,0.000002,0.000021
hells,3,0.000002,0.000021
diverted,8,0.000004,0.000052
thoroughly,4,0.000002,0.000027
manipulating,3,0.000002,0.000021
lung,4,0.000002,0.000027
secondhand,4,0.000002,0.000027
practiced,3,0.000002,0.000021
nod,7,0.000004,0.000046
pervez,4,0.000002,0.000027
musharraf,4,0.000002,0.000027
folds,3,0.000002,0.000021
favorites,5,0.000003,0.000034
antigovernment,5,0.000003,0.000034
sailors,10,0.000005,0.000063
tattooed,3,0.000002,0.000021
knuckles,4,0.000002,0.000027
warwick,6,0.000003,0.000040
bearded,4,0.000002,0.000027
dionne,5,0.000003,0.000034
wand,12,0.000006,0.000075
delays,15,0.000008,0.000092
stressful,8,0.000004,0.000052
exports,8,0.000004,0.000052
vaccines,8,0.000004,0.000052
mueller,3,0.000002,0.000021
squad,9,0.000005,0.000058
pootiepoot,3,0.000002,0.000021
putins,21,0.000011,0.000125
sobering,5,0.000003,0.000034
branches,18,0.000009,0.000109
baylor,4,0.000002,0.000027
activist,12,0.000006,0.000075
convenience,4,0.000002,0.000027
credentials,9,0.000005,0.000058
management,14,0.000007,0.000086
shotgun,27,0.000014,0.000157
mitts,14,0.000007,0.000086
eliminating,8,0.000004,0.000052
vikings,9,0.000005,0.000058
improves,3,0.000002,0.000021
brian,23,0.000012,0.000136
whove,6,0.000003,0.000040
failures,7,0.000004,0.000046
dislike,6,0.000003,0.000040
fulltime,13,0.000007,0.000081
irresponsible,6,0.000003,0.000040
hairstylist,3,0.000002,0.000021
brushing,6,0.000003,0.000040
tails,3,0.000002,0.000021
unread,4,0.000002,0.000027
holiness,6,0.000003,0.000040
pox,7,0.000004,0.000046
seltzer,3,0.000002,0.000021
elite,19,0.000010,0.000114
thugs,5,0.000003,0.000034
exaggerating,6,0.000003,0.000040
stockton,8,0.000004,0.000052
guidelines,15,0.000008,0.000092
essentially,7,0.000004,0.000046
estranged,3,0.000002,0.000021
fuse,4,0.000002,0.000027
heavyset,4,0.000002,0.000027
donkeys,8,0.000004,0.000052
groom,4,0.000002,0.000027
gasoline,63,0.000033,0.000339
tanker,12,0.000006,0.000075
developers,3,0.000002,0.000021
tops,4,0.000002,0.000027
mayer,5,0.000003,0.000034
wienermobile,5,0.000003,0.000034
certificates,3,0.000002,0.000021
bailout,133,0.000069,0.000664
scaled,3,0.000002,0.000021
attitude,8,0.000004,0.000052
unconstitutional,23,0.000012,0.000136
altar,5,0.000003,0.000034
worldcom,19,0.000010,0.000114
earnings,5,0.000003,0.000034
imclone,9,0.000005,0.000058
waksal,6,0.000003,0.000040
gracious,13,0.000007,0.000081
viewing,7,0.000004,0.000046
mci,7,0.000004,0.000046
adelphia,11,0.000006,0.000069
earliest,3,0.000002,0.000021
amen,3,0.000002,0.000021
cynical,4,0.000002,0.000027
polyp,3,0.000002,0.000021
whining,10,0.000005,0.000063
colonoscopy,18,0.000009,0.000109
obnoxious,4,0.000002,0.000027
polyps,7,0.000004,0.000046
irresponsibility,4,0.000002,0.000027
rumsfelds,11,0.000006,0.000069
imploring,3,0.000002,0.000021
licenses,21,0.000011,0.000125
carousel,4,0.000002,0.000027
maximum,4,0.000002,0.000027
merck,3,0.000002,0.000021
bernie,505,0.000263,0.002171
ebbers,5,0.000003,0.000034
ceos,32,0.000017,0.000184
fertility,3,0.000002,0.000021
hank,10,0.000005,0.000063
secondmost,4,0.000002,0.000027
worrying,6,0.000003,0.000040
hangover,16,0.000008,0.000098
soaring,3,0.000002,0.000021
polio,5,0.000003,0.000034
economys,29,0.000015,0.000168
fs,4,0.000002,0.000027
buffett,11,0.000006,0.000069
assassinate,12,0.000006,0.000075
disturbed,4,0.000002,0.000027
rational,4,0.000002,0.000027
giggling,5,0.000003,0.000034
garner,6,0.000003,0.000040
twopart,3,0.000002,0.000021
cot,4,0.000002,0.000027
brokerage,4,0.000002,0.000027
guilt,6,0.000003,0.000040
obstacle,4,0.000002,0.000027
grooming,4,0.000002,0.000027
securities,7,0.000004,0.000046
morgan,15,0.000008,0.000092
destroys,4,0.000002,0.000027
loyalty,8,0.000004,0.000052
outage,11,0.000006,0.000069
maintenance,4,0.000002,0.000027
brothels,4,0.000002,0.000027
donny,6,0.000003,0.000040
osmond,5,0.000003,0.000034
merrill,7,0.000004,0.000046
lynch,6,0.000003,0.000040
telemarketers,11,0.000006,0.000069
gases,5,0.000003,0.000034
greenhouses,3,0.000002,0.000021
lamb,3,0.000002,0.000021
nevadas,4,0.000002,0.000027
counterterrorism,5,0.000003,0.000034
range,10,0.000005,0.000063
expel,8,0.000004,0.000052
rob,38,0.000020,0.000215
stockbroker,7,0.000004,0.000046
corrupt,26,0.000014,0.000152
miners,18,0.000009,0.000109
drilled,5,0.000003,0.000034
saad,3,0.000002,0.000021
widespread,3,0.000002,0.000021
housekeeper,13,0.000007,0.000081
nonviolent,3,0.000002,0.000021
produces,5,0.000003,0.000034
beluga,3,0.000002,0.000021
console,3,0.000002,0.000021
penny,10,0.000005,0.000063
icon,8,0.000004,0.000052
moyers,3,0.000002,0.000021
corporation,16,0.000008,0.000098
excess,6,0.000003,0.000040
blades,6,0.000003,0.000040
implementing,4,0.000002,0.000027
demon,4,0.000002,0.000027
digit,4,0.000002,0.000027
heckler,7,0.000004,0.000046
ankle,7,0.000004,0.000046
bracelet,5,0.000003,0.000034
timetable,11,0.000006,0.000069
publishes,3,0.000002,0.000021
fleet,6,0.000003,0.000040
builder,3,0.000002,0.000021
creditors,6,0.000003,0.000040
highlevel,3,0.000002,0.000021
helens,3,0.000002,0.000021
sleazeball,7,0.000004,0.000046
removing,7,0.000004,0.000046
blouse,3,0.000002,0.000021
attendees,8,0.000004,0.000052
digits,4,0.000002,0.000027
screener,5,0.000003,0.000034
expires,3,0.000002,0.000021
iraqs,55,0.000029,0.000300
revealing,18,0.000009,0.000109
neutral,8,0.000004,0.000052
hydrogen,10,0.000005,0.000063
gazelle,5,0.000003,0.000034
compromising,5,0.000003,0.000034
canadas,8,0.000004,0.000052
slaughtered,3,0.000002,0.000021
reluctant,12,0.000006,0.000075
prevented,7,0.000004,0.000046
bitchy,4,0.000002,0.000027
steroid,40,0.000021,0.000225
salesman,8,0.000004,0.000052
lateral,4,0.000002,0.000027
touchscreen,3,0.000002,0.000021
steady,4,0.000002,0.000027
smallpox,3,0.000002,0.000021
cruz,313,0.000163,0.001424
senses,3,0.000002,0.000021
phil,48,0.000025,0.000265
mobil,20,0.000010,0.000120
texaco,8,0.000004,0.000052
blagojevich,143,0.000075,0.000709
deceive,5,0.000003,0.000034
gambled,8,0.000004,0.000052
niagara,3,0.000002,0.000021
decadent,3,0.000002,0.000021
resumed,3,0.000002,0.000021
primo,4,0.000002,0.000027
banger,3,0.000002,0.000021
patton,4,0.000002,0.000027
deploy,3,0.000002,0.000021
mustard,4,0.000002,0.000027
ranches,4,0.000002,0.000027
stalked,3,0.000002,0.000021
brokers,10,0.000005,0.000063
spill,93,0.000049,0.000482
punks,5,0.000003,0.000034
ongoing,8,0.000004,0.000052
indicating,5,0.000003,0.000034
distant,20,0.000010,0.000120
calmed,3,0.000002,0.000021
tearful,6,0.000003,0.000040
instructed,6,0.000003,0.000040
dobbs,33,0.000017,0.000189
bling,5,0.000003,0.000034
manilow,3,0.000002,0.000021
enrolled,5,0.000003,0.000034
portraits,9,0.000005,0.000058
tortures,4,0.000002,0.000027
humorous,5,0.000003,0.000034
forty,7,0.000004,0.000046
tyrannical,3,0.000002,0.000021
canary,3,0.000002,0.000021
handcuffs,9,0.000005,0.000058
perks,6,0.000003,0.000040
mentor,3,0.000002,0.000021
lautenberg,3,0.000002,0.000021
boarded,13,0.000007,0.000081
shakespeare,6,0.000003,0.000040
quotes,18,0.000009,0.000109
scrabble,4,0.000002,0.000027
frighten,4,0.000002,0.000027
punk,6,0.000003,0.000040
biggie,5,0.000003,0.000034
rev,3,0.000002,0.000021
prophet,5,0.000003,0.000034
muhammad,4,0.000002,0.000027
islam,17,0.000009,0.000103
radicals,5,0.000003,0.000034
bengals,5,0.000003,0.000034
helpful,11,0.000006,0.000069
outlining,4,0.000002,0.000027
palaces,21,0.000011,0.000125
seaports,3,0.000002,0.000021
ports,25,0.000013,0.000147
kurds,6,0.000003,0.000040
shiites,10,0.000005,0.000063
onethird,14,0.000007,0.000086
craigs,6,0.000003,0.000040
modeled,3,0.000002,0.000021
institutions,10,0.000005,0.000063
humbling,4,0.000002,0.000027
auctioned,6,0.000003,0.000040
saddams,29,0.000015,0.000168
elimination,3,0.000002,0.000021
authorized,9,0.000005,0.000058
stray,7,0.000004,0.000046
madonnas,5,0.000003,0.000034
entries,5,0.000003,0.000034
haitians,5,0.000003,0.000034
swam,3,0.000002,0.000021
seating,6,0.000003,0.000040
deported,33,0.000017,0.000189
curve,3,0.000002,0.000021
fernando,4,0.000002,0.000027
poles,5,0.000003,0.000034
stateoftheart,6,0.000003,0.000040
botox,39,0.000020,0.000220
mispronouncing,3,0.000002,0.000021
tally,3,0.000002,0.000021
midterms,4,0.000002,0.000027
gamblers,5,0.000003,0.000034
articulate,4,0.000002,0.000027
comply,4,0.000002,0.000027
sapphire,3,0.000002,0.000021
binoculars,6,0.000003,0.000040
affleck,19,0.000010,0.000114
chilling,8,0.000004,0.000052
saks,4,0.000002,0.000027
estimate,9,0.000005,0.000058
denial,12,0.000006,0.000075
ds,8,0.000004,0.000052
sox,37,0.000019,0.000210
shh,3,0.000002,0.000021
mathematical,6,0.000003,0.000040
nursing,9,0.000005,0.000058
moderately,3,0.000002,0.000021
brink,4,0.000002,0.000027
bishops,4,0.000002,0.000027
gump,3,0.000002,0.000021
bachelors,4,0.000002,0.000027
ailes,5,0.000003,0.000034
bioterror,9,0.000005,0.000058
arrangements,5,0.000003,0.000034
inconvenient,26,0.000014,0.000152
cleaver,5,0.000003,0.000034
falafel,6,0.000003,0.000040
hans,13,0.000007,0.000081
blix,12,0.000006,0.000075
combining,4,0.000002,0.000027
geographic,8,0.000004,0.000052
augusta,4,0.000002,0.000027
polluted,8,0.000004,0.000052
pedestrians,3,0.000002,0.000021
listeners,4,0.000002,0.000027
saudis,26,0.000014,0.000152
purchases,3,0.000002,0.000021
archdiocese,6,0.000003,0.000040
closets,3,0.000002,0.000021
wolfgang,3,0.000002,0.000021
santas,7,0.000004,0.000046
inspections,4,0.000002,0.000027
kerrys,105,0.000055,0.000537
noreaster,6,0.000003,0.000040
blizzard,13,0.000007,0.000081
colder,3,0.000002,0.000021
curled,5,0.000003,0.000034
pledging,5,0.000003,0.000034
summary,3,0.000002,0.000021
ornament,5,0.000003,0.000034
humiliated,5,0.000003,0.000034
mosque,15,0.000008,0.000092
merry,5,0.000003,0.000034
segregation,3,0.000002,0.000021
separately,5,0.000003,0.000034
happiness,10,0.000005,0.000063
popup,8,0.000004,0.000052
mispronounce,6,0.000003,0.000040
lotts,6,0.000003,0.000040
rigs,6,0.000003,0.000040
intimidate,3,0.000002,0.000021
friedman,4,0.000002,0.000027
ole,4,0.000002,0.000027
imperial,6,0.000003,0.000040
defends,4,0.000002,0.000027
winging,3,0.000002,0.000021
essay,3,0.000002,0.000021
tunes,5,0.000003,0.000034
transit,4,0.000002,0.000027
whistling,4,0.000002,0.000027
penn,26,0.000014,0.000152
port,29,0.000015,0.000168
penns,3,0.000002,0.000021
knowledgeable,3,0.000002,0.000021
stocking,3,0.000002,0.000021
fema,157,0.000082,0.000771
jlo,5,0.000003,0.000034
frist,9,0.000005,0.000058
closings,4,0.000002,0.000027
edwards,436,0.000227,0.001908
chased,8,0.000004,0.000052
unmarried,6,0.000003,0.000040
auditioning,6,0.000003,0.000040
wedgie,4,0.000002,0.000027
infiltrated,6,0.000003,0.000040
hoax,18,0.000009,0.000109
fattest,13,0.000007,0.000081
corrections,3,0.000002,0.000021
midmarch,3,0.000002,0.000021
racially,9,0.000005,0.000058
jongil,81,0.000042,0.000426
taylor,30,0.000016,0.000173
logged,4,0.000002,0.000027
sanctity,7,0.000004,0.000046
imperfect,3,0.000002,0.000021
unwanted,7,0.000004,0.000046
jong,99,0.000052,0.000510
il,54,0.000028,0.000295
mislead,3,0.000002,0.000021
appealed,3,0.000002,0.000021
buildup,5,0.000003,0.000034
koreans,14,0.000007,0.000086
lure,5,0.000003,0.000034
alberto,56,0.000029,0.000305
sharptons,3,0.000002,0.000021
doughnuts,7,0.000004,0.000046
freshly,4,0.000002,0.000027
uday,59,0.000031,0.000320
invades,4,0.000002,0.000027
agreeing,9,0.000005,0.000058
hewitt,3,0.000002,0.000021
delusion,5,0.000003,0.000034
upbeat,6,0.000003,0.000040
criticizes,12,0.000006,0.000075
ovations,4,0.000002,0.000027
rebound,3,0.000002,0.000021
pelosi,133,0.000069,0.000664
timberlake,7,0.000004,0.000046
hastert,19,0.000010,0.000114
minnie,4,0.000002,0.000027
onstage,5,0.000003,0.000034
mitch,23,0.000012,0.000136
premieres,3,0.000002,0.000021
cleric,3,0.000002,0.000021
hamza,6,0.000003,0.000040
hooks,3,0.000002,0.000021
punishing,10,0.000005,0.000063
secretive,3,0.000002,0.000021
legislators,10,0.000005,0.000063
appetizer,3,0.000002,0.000021
yao,3,0.000002,0.000021
sheeting,8,0.000004,0.000052
melt,6,0.000003,0.000040
bachelorette,6,0.000003,0.000040
stocked,6,0.000003,0.000040
impose,8,0.000004,0.000052
perrier,3,0.000002,0.000021
toast,14,0.000007,0.000086
devoted,13,0.000007,0.000081
rhode,23,0.000012,0.000136
scotch,4,0.000002,0.000027
uns,9,0.000005,0.000058
sunni,13,0.000007,0.000081
shiite,25,0.000013,0.000147
cheesy,5,0.000003,0.000034
evan,8,0.000004,0.000052
eiffel,6,0.000003,0.000040
charm,7,0.000004,0.000046
capitalists,3,0.000002,0.000021
viewpoint,4,0.000002,0.000027
pimps,7,0.000004,0.000046
armies,3,0.000002,0.000021
deluxe,3,0.000002,0.000021
saddest,7,0.000004,0.000046
analyzed,4,0.000002,0.000027
kucinich,97,0.000051,0.000500
khalid,19,0.000010,0.000114
shaikh,8,0.000004,0.000052
clooney,18,0.000009,0.000109
hoarding,3,0.000002,0.000021
rip,7,0.000004,0.000046
someplace,11,0.000006,0.000069
wholesale,3,0.000002,0.000021
surged,4,0.000002,0.000027
numerous,9,0.000005,0.000058
resort,18,0.000009,0.000109
summoned,7,0.000004,0.000046
nascar,24,0.000013,0.000141
disciplined,4,0.000002,0.000027
infidels,5,0.000003,0.000034
hummus,3,0.000002,0.000021
accent,23,0.000012,0.000136
rathers,10,0.000005,0.000063
policemen,3,0.000002,0.000021
staging,3,0.000002,0.000021
waffle,13,0.000007,0.000081
shocker,3,0.000002,0.000021
indicated,4,0.000002,0.000027
waxing,3,0.000002,0.000021
persuade,3,0.000002,0.000021
premium,8,0.000004,0.000052
clintondole,3,0.000002,0.000021
credited,4,0.000002,0.000027
madness,40,0.000021,0.000225
adamant,5,0.000003,0.000034
respecting,3,0.000002,0.000021
stabilize,5,0.000003,0.000034
tehran,6,0.000003,0.000040
scarves,3,0.000002,0.000021
iranians,22,0.000011,0.000131
gps,7,0.000004,0.000046
ahmed,19,0.000010,0.000114
minivan,5,0.000003,0.000034
seals,30,0.000016,0.000173
dynamite,4,0.000002,0.000027
malaysia,5,0.000003,0.000034
gadgets,3,0.000002,0.000021
crude,16,0.000008,0.000098
convoy,4,0.000002,0.000027
humvees,4,0.000002,0.000027
cocacola,4,0.000002,0.000027
begs,10,0.000005,0.000063
contractors,4,0.000002,0.000027
siding,3,0.000002,0.000021
caramel,4,0.000002,0.000027
crunch,7,0.000004,0.000046
backtracking,7,0.000004,0.000046
capabilities,10,0.000005,0.000063
timetables,3,0.000002,0.000021
shingles,5,0.000003,0.000034
cured,11,0.000006,0.000069
arnett,11,0.000006,0.000069
cutbacks,7,0.000004,0.000046
qusay,47,0.000025,0.000260
vitamins,3,0.000002,0.000021
staterun,3,0.000002,0.000021
glendale,3,0.000002,0.000021
yachts,4,0.000002,0.000027
rebuilding,23,0.000012,0.000136
decisionmaking,3,0.000002,0.000021
att,7,0.000004,0.000046
anchors,5,0.000003,0.000034
tosses,4,0.000002,0.000027
inevitably,3,0.000002,0.000021
oreilly,45,0.000023,0.000250
elsewhere,5,0.000003,0.000034
ricin,11,0.000006,0.000069
apocalypse,7,0.000004,0.000046
ali,36,0.000019,0.000204
manuscript,3,0.000002,0.000021
energetic,3,0.000002,0.000021
crater,3,0.000002,0.000021
chartered,4,0.000002,0.000027
syracuse,3,0.000002,0.000021
warmly,3,0.000002,0.000021
smash,4,0.000002,0.000027
karaoke,11,0.000006,0.000069
rubble,3,0.000002,0.000021
controls,4,0.000002,0.000027
stationery,3,0.000002,0.000021
usmexican,14,0.000007,0.000086
tearing,5,0.000003,0.000034
looters,5,0.000003,0.000034
meantime,4,0.000002,0.000027
awe,3,0.000002,0.000021
backbone,6,0.000003,0.000040
merchandise,8,0.000004,0.000052
toppled,8,0.000004,0.000052
chambers,4,0.000002,0.000027
allmale,3,0.000002,0.000021
vest,5,0.000003,0.000034
dogg,20,0.000010,0.000120
disrupt,7,0.000004,0.000046
antibush,7,0.000004,0.000046
prozac,4,0.000002,0.000027
bigscreen,3,0.000002,0.000021
decorate,5,0.000003,0.000034
tuning,3,0.000002,0.000021
functions,6,0.000003,0.000040
nest,9,0.000005,0.000058
clarks,4,0.000002,0.000027
rocking,5,0.000003,0.000034
downfall,4,0.000002,0.000027
liberated,3,0.000002,0.000021
possessing,5,0.000003,0.000034
americanstyle,3,0.000002,0.000021
chirac,16,0.000008,0.000098
ops,4,0.000002,0.000027
remodeling,3,0.000002,0.000021
halfbrothers,3,0.000002,0.000021
barzan,5,0.000003,0.000034
liberate,7,0.000004,0.000046
abbas,10,0.000005,0.000063
polanski,6,0.000003,0.000040
database,4,0.000002,0.000027
functioning,7,0.000004,0.000046
militants,4,0.000002,0.000027
cottage,4,0.000002,0.000027
rigorous,7,0.000004,0.000046
cheaply,3,0.000002,0.000021
polygamists,4,0.000002,0.000027
slashing,4,0.000002,0.000027
engineer,4,0.000002,0.000027
santorum,185,0.000096,0.000892
santorums,6,0.000003,0.000040
bigamy,5,0.000003,0.000034
incest,4,0.000002,0.000027
mormons,6,0.000003,0.000040
tariq,7,0.000004,0.000046
aziz,7,0.000004,0.000046
speechwriters,4,0.000002,0.000027
whips,4,0.000002,0.000027
earl,14,0.000007,0.000086
sars,9,0.000005,0.000058
accord,4,0.000002,0.000027
memoir,83,0.000043,0.000435
overrun,7,0.000004,0.000046
faxes,3,0.000002,0.000021
volume,8,0.000004,0.000052
terroristrelated,3,0.000002,0.000021
receipts,7,0.000004,0.000046
favorable,15,0.000008,0.000092
faxing,4,0.000002,0.000027
variety,7,0.000004,0.000046
kittens,5,0.000003,0.000034
xmen,6,0.000003,0.000040
cide,3,0.000002,0.000021
virtues,4,0.000002,0.000027
outrage,13,0.000007,0.000081
slots,5,0.000003,0.000034
bennetts,5,0.000003,0.000034
spades,6,0.000003,0.000040
epidemic,9,0.000005,0.000058
germ,5,0.000003,0.000034
tractor,5,0.000003,0.000034
containers,3,0.000002,0.000021
finances,13,0.000007,0.000081
closes,8,0.000004,0.000052
outreach,5,0.000003,0.000034
deskbound,3,0.000002,0.000021
garb,3,0.000002,0.000021
electing,9,0.000005,0.000058
choo,4,0.000002,0.000027
boeing,3,0.000002,0.000021
helmet,14,0.000007,0.000086
tivod,3,0.000002,0.000021
clash,3,0.000002,0.000021
trace,5,0.000003,0.000034
drastic,6,0.000003,0.000040
ufos,7,0.000004,0.000046
faked,12,0.000006,0.000075
baath,11,0.000006,0.000069
redesigned,3,0.000002,0.000021
newer,5,0.000003,0.000034
kimmel,1649,0.000860,0.006071
dashboard,3,0.000002,0.000021
plagiarized,11,0.000006,0.000069
lyin,8,0.000004,0.000052
acknowledging,3,0.000002,0.000021
prettier,3,0.000002,0.000021
matrix,7,0.000004,0.000046
uncontrollably,4,0.000002,0.000027
colorful,4,0.000002,0.000027
redesign,4,0.000002,0.000027
reviewed,4,0.000002,0.000027
everest,4,0.000002,0.000027
seller,7,0.000004,0.000046
appropriations,3,0.000002,0.000021
apartments,9,0.000005,0.000058
feith,3,0.000002,0.000021
morticians,3,0.000002,0.000021
ruben,7,0.000004,0.000046
abusive,5,0.000003,0.000034
rices,3,0.000002,0.000021
resuscitation,3,0.000002,0.000021
helen,9,0.000005,0.000058
antiterror,3,0.000002,0.000021
zones,5,0.000003,0.000034
clay,13,0.000007,0.000081
subsidies,4,0.000002,0.000027
farms,7,0.000004,0.000046
timber,3,0.000002,0.000021
foiled,5,0.000003,0.000034
fcc,17,0.000009,0.000103
skinned,5,0.000003,0.000034
nyu,3,0.000002,0.000021
downturn,3,0.000002,0.000021
summits,5,0.000003,0.000034
feds,11,0.000006,0.000069
wring,3,0.000002,0.000021
gulping,3,0.000002,0.000021
context,4,0.000002,0.000027
tirade,4,0.000002,0.000027
downstairs,8,0.000004,0.000052
placement,3,0.000002,0.000021
purse,9,0.000005,0.000058
barnes,19,0.000010,0.000114
noble,18,0.000009,0.000109
exploring,3,0.000002,0.000021
funnier,5,0.000003,0.000034
compares,6,0.000003,0.000040
mandelas,9,0.000005,0.000058
vin,6,0.000003,0.000040
louie,6,0.000003,0.000040
jessica,31,0.000016,0.000178
enforcing,3,0.000002,0.000021
monkeypox,6,0.000003,0.000040
prairie,3,0.000002,0.000021
fingerprinted,4,0.000002,0.000027
attraction,7,0.000004,0.000046
ying,3,0.000002,0.000021
yang,5,0.000003,0.000034
theirs,4,0.000002,0.000027
waskal,3,0.000002,0.000021
blister,3,0.000002,0.000021
soak,4,0.000002,0.000027
hanukkah,37,0.000019,0.000210
scooter,67,0.000035,0.000359
segway,8,0.000004,0.000052
derail,3,0.000002,0.000021
shelves,6,0.000003,0.000040
trousers,3,0.000002,0.000021
supermarket,8,0.000004,0.000052
flattered,5,0.000003,0.000034
hatfield,3,0.000002,0.000021
truce,5,0.000003,0.000034
murders,6,0.000003,0.000040
sensors,3,0.000002,0.000021
jk,7,0.000004,0.000046
rowling,5,0.000003,0.000034
wrigley,5,0.000003,0.000034
gum,13,0.000007,0.000081
counteract,4,0.000002,0.000027
outlet,4,0.000002,0.000027
bravo,4,0.000002,0.000027
peterson,9,0.000005,0.000058
outnumber,6,0.000003,0.000040
yearly,3,0.000002,0.000021
